{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.4817549}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14458753}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.09241017}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7234142}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.14777991}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.061297804}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9563612}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.024554301}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.018792711}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.90626156}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.020874241}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.01594957}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98195744}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.015273315}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0026593085}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.6094635}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.35353833}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.015965728}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9812898}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.017862529}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0007564376}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98829275}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.010397487}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00081745686}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5575609}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.35260028}  {Name:n02105056 groenendael, Probability:0.07799414}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9909943}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0026304172}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0020369291}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9654538}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.02157717}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.010485439}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8611332}  {Name:n02104365 schipperke, Probability:0.039205555}  {Name:n02445715 skunk, polecat, wood pussy, Probability:0.023321506}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9704891}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.017824084}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.010837734}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9007557}  {Name:n02442845 mink, Probability:0.012838767}  {Name:n02099429 curly-coated retriever, Probability:0.008954095}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.40568137}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.19230805}  {Name:n01883070 wombat, Probability:0.09680034}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9840098}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.013045737}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.002080059}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99128133}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0063833995}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00089676713}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n04296562 stage, Probability:0.51013494}  {Name:n03250847 drumstick, Probability:0.24556948}  {Name:n03249569 drum, membranophone, tympan, Probability:0.096953265}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9208893}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.07872604}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0003674613}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93075395}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.054702766}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.009769476}
{Name:n02797295 barrow, garden cart, lawn cart, wheelbarrow, Probability:0.08575968}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.07893973}  {Name:n02108551 Tibetan mastiff, Probability:0.060998324}
{Name:n02104365 schipperke, Probability:0.8044744}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.050709095}  {Name:n02105056 groenendael, Probability:0.04225258}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93760276}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.049234133}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.009886904}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.763531}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.22718422}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.007824908}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8150413}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.05214237}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.024185913}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95511043}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.044232603}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00022231454}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93470436}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.028849408}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.014467432}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96316993}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.026232082}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.009349831}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.88170505}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.114233226}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0025859484}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.988279}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.008380314}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0020583433}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6691533}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.17598066}  {Name:n02397096 warthog, Probability:0.049285833}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7831965}  {Name:n02105056 groenendael, Probability:0.18693566}  {Name:n02104365 schipperke, Probability:0.016062288}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9892055}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008705174}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0016171483}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8270584}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.11908123}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.020436047}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.898416}  {Name:n02104365 schipperke, Probability:0.035858445}  {Name:n02105056 groenendael, Probability:0.017543321}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9186156}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.038172774}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.011493146}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99798965}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0019718618}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.4402015e-05}
{Name:n02114367 timber wolf, grey wolf, gray wolf, Canis lupus, Probability:0.48609808}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.1775344}  {Name:n02120505 grey fox, gray fox, Urocyon cinereoargenteus, Probability:0.09401825}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9875071}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.009948925}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0019897867}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.587549}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.32520118}  {Name:n02363005 beaver, Probability:0.013686233}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.38994393}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.33155048}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.034977406}
{Name:n02410509 bison, Probability:0.41082835}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.20904522}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.17987172}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.97590816}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01137034}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.008813215}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9687733}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0074073346}  {Name:n02105056 groenendael, Probability:0.004410872}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9986765}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.000927539}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.00022243196}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99773043}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015072282}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0006303156}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.42382696}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.19709107}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.14116514}
{Name:n02480855 gorilla, Gorilla gorilla, Probability:0.353506}  {Name:n02492660 howler monkey, howler, Probability:0.16625933}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.09098226}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9853719}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00940113}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0027833343}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9461686}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.04900255}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002995713}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9384882}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.018315677}  {Name:n02099267 flat-coated retriever, Probability:0.018022742}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9907486}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.009184649}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:6.643507e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.23811969}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.09580929}  {Name:n03042490 cliff dwelling, Probability:0.07741866}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.802226}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.19508933}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0026319595}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91530424}  {Name:n01883070 wombat, Probability:0.0443578}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.018400924}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98296136}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.016355455}  {Name:n01883070 wombat, Probability:0.0002406133}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9390619}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.055377208}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002559019}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9964778}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0033089}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00017538834}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8826736}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.116861835}  {Name:n02107683 Bernese mountain dog, Probability:0.00017242365}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91188353}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.087799035}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0003126534}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9720097}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.010196555}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006873145}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8415403}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.15596351}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0021874371}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99938655}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0005038218}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.000100496225}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99861383}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0012939083}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:8.6365624e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95771146}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.017247176}  {Name:n02105412 kelpie, Probability:0.005461545}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8846592}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.08928753}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.007215366}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9855619}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00750676}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.0021399488}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.7733026}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.21017207}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006381916}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7995905}  {Name:n02105056 groenendael, Probability:0.05326835}  {Name:n02104365 schipperke, Probability:0.036033407}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.22984165}  {Name:n01871265 tusker, Probability:0.17834908}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.1576888}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91984206}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.019139953}  {Name:n02105412 kelpie, Probability:0.013830105}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98854625}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.005996236}  {Name:n02105056 groenendael, Probability:0.0038881074}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7232814}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.1489872}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.06498108}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5169438}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.33822882}  {Name:n02104365 schipperke, Probability:0.03815467}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99568236}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004228575}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:8.90288e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.68447924}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.2870567}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.009374754}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9653014}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.033024747}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0016664006}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9940165}  {Name:n02105056 groenendael, Probability:0.0032506762}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.002343541}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n01883070 wombat, Probability:0.689956}  {Name:n02077923 sea lion, Probability:0.17012879}  {Name:n02447366 badger, Probability:0.02883584}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8188616}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.079868786}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.04271767}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8614709}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.13848636}  {Name:n02105056 groenendael, Probability:1.0241889e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.80037427}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.19617757}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003427707}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9320058}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.055706743}  {Name:n02107683 Bernese mountain dog, Probability:0.0040038684}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99073154}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0067662024}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002421503}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9836766}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00581961}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.0041395715}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9850975}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.011535499}  {Name:n02410509 bison, Probability:0.0011674454}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96922225}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.02855772}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0021202096}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9985216}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0013316617}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00011674389}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9948965}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0026348832}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0016716263}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95447576}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.044965558}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0005104116}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9784265}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.005331441}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0050906646}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.4743174}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14456458}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.14114505}
{Name:n01601694 water ouzel, dipper, Probability:0.56726754}  {Name:n02444819 otter, Probability:0.12763052}  {Name:n02442845 mink, Probability:0.07626066}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9448616}  {Name:n02105056 groenendael, Probability:0.015032394}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.009067721}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.49287271}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.49005678}  {Name:n02442845 mink, Probability:0.0060729925}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9844453}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.011936488}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0018828178}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9871293}  {Name:n02105056 groenendael, Probability:0.0035664376}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003163228}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9732048}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.026437018}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00035674404}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6409841}  {Name:n02105412 kelpie, Probability:0.16138583}  {Name:n02113186 Cardigan, Cardigan Welsh corgi, Probability:0.031276017}
{Name:n02444819 otter, Probability:0.2560836}  {Name:n02442845 mink, Probability:0.20181173}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.06636646}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6810996}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.22301269}  {Name:n01883070 wombat, Probability:0.06756185}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6637309}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.098023444}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.03507341}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95052385}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.046361223}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002908568}
