{Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.35942364}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.21924742}  {Name:n02104029 kuvasz, Probability:0.2172781}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99656016}  {Name:n02410509 bison, Probability:0.002106044}  {Name:n02403003 ox, Probability:0.00074049894}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6113654}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.12620918}  {Name:n02410509 bison, Probability:0.077997416}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.22124052}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.20024295}  {Name:n02346627 porcupine, hedgehog, Probability:0.14630987}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.37822762}  {Name:n02410509 bison, Probability:0.19908893}  {Name:n02504458 African elephant, Loxodonta africana, Probability:0.16316931}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n09288635 geyser, Probability:0.5332246}  {Name:n03388043 fountain, Probability:0.1743583}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.13954425}
{Name:n01860187 black swan, Cygnus atratus, Probability:0.36651796}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.13409156}  {Name:n02444819 otter, Probability:0.120185256}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7915162}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.091955364}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.06109049}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9981542}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.001206434}  {Name:n02410509 bison, Probability:0.00043910783}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8947377}  {Name:n02410509 bison, Probability:0.09941009}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.002550987}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.51666814}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.120199926}  {Name:n02114367 timber wolf, grey wolf, gray wolf, Canis lupus, Probability:0.07227374}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.983967}  {Name:n02361337 marmot, Probability:0.0053665624}  {Name:n01883070 wombat, Probability:0.004317627}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.93448174}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.023936514}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.017728139}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9919878}  {Name:n02444819 otter, Probability:0.0011387495}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.00096586364}
{Name:n02172182 dung beetle, Probability:0.11738701}  {Name:n02361337 marmot, Probability:0.054977402}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.034781683}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.2636663}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.25249207}  {Name:n09246464 cliff, drop, drop-off, Probability:0.04259686}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02137549 mongoose, Probability:0.62608033}  {Name:n02442845 mink, Probability:0.15122677}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.057619248}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.82618433}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.15912026}  {Name:n02363005 beaver, Probability:0.0037076853}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9656175}  {Name:n02410509 bison, Probability:0.009553939}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0054987906}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9711204}  {Name:n02410509 bison, Probability:0.009393527}  {Name:n02115913 dhole, Cuon alpinus, Probability:0.0069257976}
{Name:n09332890 lakeside, lakeshore, Probability:0.06828864}  {Name:n02114855 coyote, prairie wolf, brush wolf, Canis latrans, Probability:0.045659088}  {Name:n02092339 Weimaraner, Probability:0.038563967}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9266869}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.03862768}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.014312851}
{Name:n02137549 mongoose, Probability:0.45593166}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.4464527}  {Name:n02493509 titi, titi monkey, Probability:0.07753555}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99654394}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0018005514}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0008626758}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9943619}  {Name:n02412080 ram, tup, Probability:0.0015540008}  {Name:n02410509 bison, Probability:0.0010612495}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8821841}  {Name:n02410509 bison, Probability:0.11182411}  {Name:n02403003 ox, Probability:0.003978283}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8044169}  {Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.03924292}  {Name:n02403003 ox, Probability:0.028141592}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.17340186}  {Name:n01882714 koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus, Probability:0.1697712}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.15209647}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.95138556}  {Name:n02410509 bison, Probability:0.00467369}  {Name:n02363005 beaver, Probability:0.004112161}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.20882207}  {Name:n02410509 bison, Probability:0.14177485}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.110393725}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.60056716}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.2954335}  {Name:n02442845 mink, Probability:0.017807236}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.78649443}  {Name:n02117135 hyena, hyaena, Probability:0.084488966}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.032154787}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.25208867}  {Name:n02397096 warthog, Probability:0.18466714}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.16386522}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9714216}  {Name:n02444819 otter, Probability:0.011225044}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.0022835725}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6903638}  {Name:n02442845 mink, Probability:0.062420968}  {Name:n02410509 bison, Probability:0.061061755}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.996624}  {Name:n01883070 wombat, Probability:0.0018082818}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.0004006941}
{Name:n02113712 miniature poodle, Probability:0.4662129}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.11371275}  {Name:n02094114 Norfolk terrier, Probability:0.075300306}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8409554}  {Name:n02410509 bison, Probability:0.11991095}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.00813386}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9515882}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.037858333}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.005469355}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98813385}  {Name:n02410509 bison, Probability:0.0043916632}  {Name:n01883070 wombat, Probability:0.0014664329}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9965867}  {Name:n02403003 ox, Probability:0.0013224672}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00029015425}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7597953}  {Name:n01883070 wombat, Probability:0.21249756}  {Name:n07802026 hay, Probability:0.016513012}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9917624}  {Name:n02444819 otter, Probability:0.0020082651}  {Name:n02117135 hyena, hyaena, Probability:0.0011459698}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8059244}  {Name:n02410509 bison, Probability:0.05936416}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.03357916}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7022106}  {Name:n02099601 golden retriever, Probability:0.13652822}  {Name:n02094114 Norfolk terrier, Probability:0.044287257}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9667553}  {Name:n02410509 bison, Probability:0.015428754}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.012894919}
{Name:n02115913 dhole, Cuon alpinus, Probability:0.14474578}  {Name:n02114712 red wolf, maned wolf, Canis rufus, Canis niger, Probability:0.104276754}  {Name:n02117135 hyena, hyaena, Probability:0.055942316}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.45967525}  {Name:n02410509 bison, Probability:0.20016524}  {Name:n02117135 hyena, hyaena, Probability:0.108448856}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.79814893}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.06196638}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.039237175}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.4785211}  {Name:n02117135 hyena, hyaena, Probability:0.44574025}  {Name:n02410509 bison, Probability:0.015276442}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99799466}  {Name:n02444819 otter, Probability:0.0006711426}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00050233095}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8878966}  {Name:n02077923 sea lion, Probability:0.041490935}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.027011545}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99895704}  {Name:n02444819 otter, Probability:0.00080612005}  {Name:n02102480 Sussex spaniel, Probability:7.156333e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.533157}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.39932868}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.04498257}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.71506757}  {Name:n02444819 otter, Probability:0.058904193}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.04928835}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97933024}  {Name:n02128925 jaguar, panther, Panthera onca, Felis onca, Probability:0.0036237496}  {Name:n02115913 dhole, Cuon alpinus, Probability:0.0024862974}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.94927967}  {Name:n02115913 dhole, Cuon alpinus, Probability:0.012414281}  {Name:n02093754 Border terrier, Probability:0.0119354315}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.3028381}  {Name:n02093754 Border terrier, Probability:0.29069158}  {Name:n02093991 Irish terrier, Probability:0.052960176}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8190125}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.09272439}  {Name:n02410509 bison, Probability:0.019242637}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.74477655}  {Name:n02410509 bison, Probability:0.11199345}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.07112135}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9991704}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.00060994265}  {Name:n02117135 hyena, hyaena, Probability:4.230882e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8295378}  {Name:n02410509 bison, Probability:0.09155647}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.03497571}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9999049}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:7.538094e-05}  {Name:n02410509 bison, Probability:6.2666645e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99783856}  {Name:n02410509 bison, Probability:0.0019531188}  {Name:n02442845 mink, Probability:4.7758786e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98045474}  {Name:n02093991 Irish terrier, Probability:0.005574121}  {Name:n02102318 cocker spaniel, English cocker spaniel, cocker, Probability:0.0035236734}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98511827}  {Name:n02117135 hyena, hyaena, Probability:0.013831252}  {Name:n01883070 wombat, Probability:0.00027813695}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9266643}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.064753525}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.00522192}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.940856}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.016283328}  {Name:n02130308 cheetah, chetah, Acinonyx jubatus, Probability:0.006820424}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99847704}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00055053725}  {Name:n02099601 golden retriever, Probability:0.00030010391}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.20794629}  {Name:n02127052 lynx, catamount, Probability:0.1682822}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.08571873}
{Name:n02410509 bison, Probability:0.6159721}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.28189024}  {Name:n01871265 tusker, Probability:0.023613187}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.92601585}  {Name:n02410509 bison, Probability:0.05420648}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.005468993}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99332386}  {Name:n02410509 bison, Probability:0.0020478524}  {Name:n02486410 baboon, Probability:0.0013164278}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.82278234}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.09059651}  {Name:n02119789 kit fox, Vulpes macrotis, Probability:0.05600749}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7216214}  {Name:n02410509 bison, Probability:0.102099665}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.065176174}
{Name:n02504013 Indian elephant, Elephas maximus, Probability:0.33261135}  {Name:n01871265 tusker, Probability:0.16662437}  {Name:n03781244 monastery, Probability:0.0964335}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02363005 beaver, Probability:0.8694405}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.05328549}  {Name:n02442845 mink, Probability:0.03143125}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9943387}  {Name:n02363005 beaver, Probability:0.001939078}  {Name:n02444819 otter, Probability:0.0008692711}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.830799}  {Name:n02361337 marmot, Probability:0.05811929}  {Name:n07802026 hay, Probability:0.021294571}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.79029673}  {Name:n02442845 mink, Probability:0.18478057}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.005308995}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.995983}  {Name:n02410509 bison, Probability:0.0038855232}  {Name:n02437616 llama, Probability:4.8434344e-05}
{Name:n03776460 mobile home, manufactured home, Probability:0.05860836}  {Name:n03127925 crate, Probability:0.057690203}  {Name:n03393912 freight car, Probability:0.053565122}
{Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.45966783}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.114003964}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.08485793}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9866897}  {Name:n02112137 chow, chow chow, Probability:0.0038954148}  {Name:n02117135 hyena, hyaena, Probability:0.0026803345}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9298178}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.014544734}  {Name:n02442845 mink, Probability:0.011919062}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9332095}  {Name:n02361337 marmot, Probability:0.04999173}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.004602725}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9066926}  {Name:n02410509 bison, Probability:0.03475794}  {Name:n02363005 beaver, Probability:0.022674482}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.60706466}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.061691955}  {Name:n02444819 otter, Probability:0.05006378}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9991922}  {Name:n02117135 hyena, hyaena, Probability:0.0004470788}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00023877973}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.81430334}  {Name:n02444819 otter, Probability:0.15258805}  {Name:n02097474 Tibetan terrier, chrysanthemum dog, Probability:0.010845253}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6358858}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.08356827}  {Name:n02113712 miniature poodle, Probability:0.053148206}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9887811}  {Name:n02410509 bison, Probability:0.004841007}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0037903653}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97136295}  {Name:n02112137 chow, chow chow, Probability:0.014723901}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.013090365}
{Name:n09246464 cliff, drop, drop-off, Probability:0.253817}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.12943442}  {Name:n02117135 hyena, hyaena, Probability:0.07721596}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.30615437}  {Name:n02363005 beaver, Probability:0.11444692}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.10882094}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9983746}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00133735}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00019569046}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.92405987}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.032881398}  {Name:n02444819 otter, Probability:0.007906932}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.95704645}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.007759783}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.005033915}
{Name:n02444819 otter, Probability:0.318117}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.26037967}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.18715139}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.86541593}  {Name:n02444819 otter, Probability:0.03420626}  {Name:n02363005 beaver, Probability:0.016063571}
{Name:n02410509 bison, Probability:0.9532391}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.014422004}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0072565437}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98657554}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.0057807215}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.00333496}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.5909974}  {Name:n01883070 wombat, Probability:0.15512554}  {Name:n02410509 bison, Probability:0.06992863}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6335239}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.22659114}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.07783664}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n09193705 alp, Probability:0.04785183}  {Name:n09332890 lakeside, lakeshore, Probability:0.045340925}  {Name:n09468604 valley, vale, Probability:0.03575825}
{Name:n02115913 dhole, Cuon alpinus, Probability:0.58883214}  {Name:n02119789 kit fox, Vulpes macrotis, Probability:0.07397667}  {Name:n02117135 hyena, hyaena, Probability:0.06589379}
{Name:n02444819 otter, Probability:0.7350145}  {Name:n02066245 grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus, Probability:0.14150484}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.04537546}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96407485}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.023018012}  {Name:n02119022 red fox, Vulpes vulpes, Probability:0.0074366955}
{Name:n02099849 Chesapeake Bay retriever, Probability:0.3041899}  {Name:n02100877 Irish setter, red setter, Probability:0.09396557}  {Name:n02403003 ox, Probability:0.09212606}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9680578}  {Name:n02410509 bison, Probability:0.019009968}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.010513308}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9996006}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:8.0053724e-05}  {Name:n02117135 hyena, hyaena, Probability:5.4244396e-05}
{Name:n01883070 wombat, Probability:0.85532653}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.09889233}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.016993336}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.3726302}  {Name:n02100583 vizsla, Hungarian pointer, Probability:0.124766804}  {Name:n02099601 golden retriever, Probability:0.10252326}
