{Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.2975172}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.17326921}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.13703984}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98023474}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004060076}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.0014645965}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7709285}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.078599826}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.018829154}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9184023}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.005054622}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0020590017}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.76044494}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.067033485}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.016321465}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9371634}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0020716912}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0016208466}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9537074}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006779587}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.001241434}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9020794}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.02335071}  {Name:n01883070 wombat, Probability:0.0035895123}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95073986}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003850388}  {Name:n02397096 warthog, Probability:0.002764508}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9536145}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0015393917}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0012816403}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6229356}  {Name:n02101006 Gordon setter, Probability:0.097354524}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.014928511}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9003717}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.01402415}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0043951706}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9702627}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0016569565}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0011534779}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9507453}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.005327705}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0045142355}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95378274}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0025608907}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015248345}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.5308845}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.23581593}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.046602696}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95028245}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.009241529}  {Name:n01883070 wombat, Probability:0.001981191}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.86576307}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.058135837}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0028019317}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9146994}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0036041155}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0015585251}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7028308}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.028473807}  {Name:n02104365 schipperke, Probability:0.024499055}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9765836}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.003205409}  {Name:n01871265 tusker, Probability:0.0024046197}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8108634}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.036499552}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0071136644}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.34831873}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.33428362}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.03885635}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9046496}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.03820475}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.006446129}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8647126}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.012605218}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0075020595}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.52568126}  {Name:n02486410 baboon, Probability:0.18197255}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.03186182}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9669458}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00086818123}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0007886959}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9613988}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.013263399}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00490307}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.7186271}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.11072186}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.07643444}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9602548}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0032722831}  {Name:n02104365 schipperke, Probability:0.0014259}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.87932295}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.014405204}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006410374}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8034154}  {Name:n02099429 curly-coated retriever, Probability:0.06833468}  {Name:n02099267 flat-coated retriever, Probability:0.01879224}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.90484726}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.029390266}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.0015769419}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9544873}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.005957512}  {Name:n01883070 wombat, Probability:0.004513764}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9176048}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.012896411}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004701802}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8996217}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.04035916}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.009782704}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8034271}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.043123208}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.032935888}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8475366}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.11289059}  {Name:n02108551 Tibetan mastiff, Probability:0.0010873367}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.49074513}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.38415462}  {Name:n02488702 colobus, colobus monkey, Probability:0.029713873}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.97003853}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00803703}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0037409763}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.86894596}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.019490082}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0029350622}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.7539967}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.09012289}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.021716343}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.4832468}  {Name:n02104365 schipperke, Probability:0.15203911}  {Name:n02445715 skunk, polecat, wood pussy, Probability:0.047432903}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02346627 porcupine, hedgehog, Probability:0.5253645}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.09250072}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.056739233}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.81757545}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.003795514}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.002099501}
{Name:n02443114 polecat, fitch, foulmart, foumart, Mustela putorius, Probability:0.2571356}  {Name:n02442845 mink, Probability:0.16522774}  {Name:n02441942 weasel, Probability:0.10709928}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9605225}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0008076912}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0006574517}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9211859}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.015424695}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.009454368}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9647575}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0049785343}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0017125909}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.73650897}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.04503101}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.031573813}
{Name:n02447366 badger, Probability:0.39752474}  {Name:n02363005 beaver, Probability:0.06554375}  {Name:n02441942 weasel, Probability:0.026527416}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9462351}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0014715721}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00067638326}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9304565}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0047998605}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0013952827}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.46830478}  {Name:n01871265 tusker, Probability:0.12947917}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.060459483}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.90544105}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0034446432}  {Name:n04067472 reel, Probability:0.0017449552}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.87842894}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.01046328}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0025190113}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.79059714}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.024378186}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.005013417}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97058713}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0015730484}  {Name:n02077923 sea lion, Probability:0.00085384416}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5991912}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.29136068}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004627215}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9047645}  {Name:n02877765 bottlecap, Probability:0.002637625}  {Name:n04067472 reel, Probability:0.0014015543}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7958781}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.01624928}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0021337967}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.84929883}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.07059202}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.010617141}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.86807096}  {Name:n02877765 bottlecap, Probability:0.0069317077}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0026609532}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96122086}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.004385405}  {Name:n02117135 hyena, hyaena, Probability:0.0011016924}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.92212147}  {Name:n02877765 bottlecap, Probability:0.0031233574}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0021001238}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9159868}  {Name:n02877765 bottlecap, Probability:0.004535146}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0021267666}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98738945}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0006796331}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00056307355}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.93969727}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003521256}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0030937123}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96728814}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.002925169}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0007207605}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96696866}  {Name:n04067472 reel, Probability:0.0016293882}  {Name:n02877765 bottlecap, Probability:0.0006135442}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9614501}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0012129659}  {Name:n04067472 reel, Probability:0.0005074428}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.80624217}  {Name:n02117135 hyena, hyaena, Probability:0.007300557}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.003916422}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9621688}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.008797144}  {Name:n02361337 marmot, Probability:0.0032778566}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.58122754}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.10737719}  {Name:n02117135 hyena, hyaena, Probability:0.104312465}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9051572}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.008096049}  {Name:n02877765 bottlecap, Probability:0.0012092368}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9547877}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0046970504}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0027241693}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9393929}  {Name:n02117135 hyena, hyaena, Probability:0.0024467055}  {Name:n02447366 badger, Probability:0.0016735623}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.81330615}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.056875084}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.035909258}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97518957}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0014509675}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.00064797496}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7885434}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.02326496}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.008799064}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9463481}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0019242076}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0018685958}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.686699}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.09321207}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.02715499}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.71349066}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.14163789}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.041355938}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9727797}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.002235317}  {Name:n04067472 reel, Probability:0.0013133439}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.92020077}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.005752497}  {Name:n02102480 Sussex spaniel, Probability:0.0011878661}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.6148704}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.13231654}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0045972415}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8985862}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0039056486}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0034432795}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9368008}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0040760622}  {Name:n02877765 bottlecap, Probability:0.0025366414}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.88470197}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0067510856}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0038228706}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.90267223}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0036500324}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0010727479}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.69935226}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.019282635}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.0073645036}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96488804}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.003578145}  {Name:n02410509 bison, Probability:0.0020168745}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.41647485}  {Name:n02361337 marmot, Probability:0.04975791}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.03326717}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.81465507}  {Name:n02117135 hyena, hyaena, Probability:0.024985267}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.018014181}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9620588}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0043449444}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0043350467}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8328379}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.03241596}  {Name:n02090379 redbone, Probability:0.007826265}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9856975}  {Name:n02877765 bottlecap, Probability:0.00042183115}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.00037450602}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8701901}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.029898195}  {Name:n02447366 badger, Probability:0.0043029003}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97693}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0006046161}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0004763772}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.90519404}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0028704824}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0025031741}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8830909}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.016222317}  {Name:n02117135 hyena, hyaena, Probability:0.0055586374}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9323684}  {Name:n02117135 hyena, hyaena, Probability:0.00806273}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.007772111}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8922801}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.013036598}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015114486}
